angle_degree,range_meter,x_meter,y_meter
-143.4331616520565,0.1420000046491623,-0.11404906790607448,-0.08459793986922921
-143.3220162315188,0.1420000046491623,-0.11388474581106449,-0.0848190190459153
-143.2108708109811,0.14300000667572021,-0.11452084179738198,-0.08563865192350377
-143.09972539044344,0.1420000046491623,-0.11355481658566824,-0.08526021903887743
-142.98857996990574,0.1420000046491623,-0.11338921069681575,-0.08548033819490443
-142.87743454936805,0.14100000262260437,-0.11242583020633977,-0.08509661240019897
-142.76628912883035,0.14000000059604645,-0.11146436814612033,-0.08470947290993588
-142.65514370829268,0.14000000059604645,-0.11129983455663463,-0.08492553794094428
-142.543998287755,0.13899999856948853,-0.110341059950394,-0.08453313014044474
-142.4328528672173,0.13899999856948853,-0.11017687055336041,-0.08474701645123488
-142.3217074466796,0.13899999856948853,-0.11001226655739542,-0.08496058385641186
-142.2105620261419,0.1379999965429306,-0.10905697899684261,-0.08456106892613816
-142.09941660560423,0.1379999965429306,-0.10889273781870869,-0.08477246425694389
-141.98827118506654,0.1379999965429306,-0.1087280868738741,-0.08498354058637557
-141.87712576452884,0.1379999965429306,-0.10856302678192539,-0.08519429712014655
-141.76598034399115,0.1379999965429306,-0.10839755816398869,-0.08540473306517354
-141.65483492345348,0.13899999856948853,-0.10901597079991476,-0.08623524634898391
-141.54368950291578,0.13899999856948853,-0.10884848204198014,-0.08644655897995326
-141.4325440823781,0.13899999856948853,-0.10868058368388069,-0.08665754630987899
-141.3213986618404,0.13899999856948853,-0.10851227635742304,-0.08686820754480928
-141.2102532413027,0.13899999856948853,-0.10834356069595283,-0.0870785418920195
-141.09910782076503,0.13899999856948853,-0.10817443733435227,-0.08728854856001506
-140.98796240022733,0.13899999856948853,-0.10800490690903769,-0.08749822675853446
-140.87681697968964,0.14000000059604645,-0.10861076278962314,-0.0883385667370103
-140.76567155915194,0.14100000262260437,-0.1092137619057285,-0.08918158414142062
-140.65452613861427,0.14100000262260437,-0.10904055731544392,-0.08939327491434594
-140.54338071807658,0.1420000046491623,-0.10963904992704938,-0.09024012439849628
-140.43223529753888,0.14100000262260437,-0.1086929178193431,-0.08981564649598626
-140.32108987700119,0.1420000046491623,-0.10928812040696909,-0.09066481157689538
-140.2099444564635,0.1420000046491623,-0.10911203843459563,-0.09087664380361676
-140.09879903592582,0.1420000046491623,-0.1089355458702866,-0.09108813405874992
-139.98765361538813,0.1420000046491623,-0.10875864337818887,-0.09129928154645055
-139.87650819485043,0.14100000262260437,-0.10781667283444742,-0.09086564696563916
-139.76536277431273,0.14100000262260437,-0.10764020403963022,-0.09107462442349798
-139.65421735377507,0.1420000046491623,-0.10822548299975632,-0.09193065946587986
-139.54307193323737,0.14100000262260437,-0.10728605195544419,-0.09149155040433063
-139.43192651269968,0.1420000046491623,-0.10786800535385162,-0.09234984970937177
-139.32078109216198,0.1420000046491623,-0.10768865732831531,-0.09255892395218732
-139.20963567162428,0.14300000667572021,-0.10826601053481777,-0.09342094450459572
